Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	PVRL01000005.1	133663	134898	-	hlyII	hemolysin II HlyII	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	412	412	100.00	99.27	412	AAP10457.1	hemolysin II HlyII	NA	NA
NA	PVRL01000007.1	157356	158729	+	tet(45)	tetracycline efflux MFS transporter Tet(45)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	458	458	100.00	90.83	458	WP_063855885.1	tetracycline efflux MFS transporter Tet(45)	NA	NA
NA	PVRL01000009.1	149756	152152	+	inhA2	M6 family metalloprotease immune inhibitor InhA2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	799	799	100.00	98.75	799	AAP07680.1	M6 family metalloprotease immune inhibitor InhA2	NA	NA
NA	PVRL01000009.1	156333	157181	+	cerA	phospholipase CerA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	283	283	100.00	95.05	283	AAS39677.1	phospholipase CerA	NA	NA
NA	PVRL01000009.1	157246	158259	+	sph	sphingomyelinase C	plus	VIRULENCE	VIRULENCE	NA	NA	INTERNAL_STOP	338	338	100.00	98.22	338	CAF33353.1	sphingomyelinase C	NA	NA
NA	PVRL01000010.1	21971	23368	-	hblA	hemolytic enterotoxin HBL binding subunit HblA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	466	466	100.00	98.28	466	CAB64770.1	hemolytic enterotoxin HBL binding subunit HblA	NA	NA
NA	PVRL01000010.1	23746	24870	-	hblB	hemolytic enterotoxin HBL binding subunit HblB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	375	375	100.00	99.47	375	AAP10046.1	hemolytic enterotoxin HBL binding subunit HblB	NA	NA
NA	PVRL01000010.1	24910	26127	-	hblD	hemolytic enterotoxin HBL lytic component L1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	406	406	100.00	99.75	406	AAP10047.1	hemolytic enterotoxin HBL lytic component L1	NA	NA
NA	PVRL01000010.1	26192	27508	-	hblC	hemolytic enterotoxin HBL lytic component L2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	439	439	100.00	98.18	439	AAP10048.1	hemolytic enterotoxin HBL lytic component L2	NA	NA
NA	PVRL01000010.1	84781	85332	+	satA	streptothricin N-acetyltransferase SatA	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	BLASTX	184	184	98.91	89.67	184	WP_000054744.1	streptothricin N-acetyltransferase SatA	NA	NA
NA	PVRL01000013.1	49138	50055	+	bla	class A beta-lactamase Bla1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	306	306	100.00	96.73	306	WP_063842248.1	class A beta-lactamase Bla1	NA	NA
NA	PVRL01000019.1	36598	37080	+	arsN1	arsinothricin resistance N-acetyltransferase ArsN1 family A	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	161	164	98.17	95.03	161	KYZ65872.1	arsinothricin resistance N-acetyltransferase ArsN1 family A	NA	NA
NA	PVRL01000033.1	5652	6815	-	vanS-Pt	vancomycin resistance histidine kinase VanS-Pt	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	388	386	100.00	91.75	388	WP_063856741.1	vancomycin resistance histidine kinase VanS-Pt	NA	NA
NA	PVRL01000033.1	6799	7488	-	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	230	231	99.57	93.48	230	WP_063856721.1	vancomycin resistance response regulator transcription factor VanR-A	NA	NA
